title,artist,year,views,url
Alone Again,The Weeknd,2020,778168,https://genius.com/The-Weeknd-Alone-Again-lyrics
Fester Skank,Lethal Bizzle,2015,271236,https://genius.com/Lethal-Bizzle-Fester-Skank-lyrics
Normal Girl,SZA,2017,501883,https://genius.com/SZA-Normal-Girl-lyrics
Summer Friends,Chance the Rapper,2016,736508,https://genius.com/Chance-the-Rapper-Summer-Friends-lyrics
Numb Numb Juice,ScHoolboy Q,2019,306019,https://genius.com/ScHoolboy-Q-Numb-Numb-Juice-lyrics
II. Earth: The Oldest Computer The Last Night,Childish Gambino,2013,346187,https://genius.com/Childish-Gambino-II-Earth-The-Oldest-Computer-The-Last-Night-lyrics
GeorgeNotFound OnlyFans,Weston Koury,2021,334085,https://genius.com/Weston-Koury-GeorgeNotFound-OnlyFans-lyrics
Come  Talk to Me Remix,Jodeci,1992,312708,https://genius.com/Jodeci-Come-Talk-to-Me-Remix-lyrics
Yuck,2 Chainz,2012,342072,https://genius.com/2-Chainz-Yuck-lyrics
Uptown Funk,Mark Ronson,2014,1138732,https://genius.com/Mark-Ronson-Uptown-Funk-lyrics
Beware,Big Sean,2013,2066599,https://genius.com/Big-Sean-Beware-lyrics
Design in Malice,Jedi Mind Tricks,2011,208141,https://genius.com/Jedi-Mind-Tricks-Design-in-Malice-lyrics
Say So,Doja Cat,2019,1452616,https://genius.com/Doja-Cat-Say-So-lyrics
YOASOBI - 夜に駆ける Yoru Ni Kakeru/Racing Into The Night English Translation,Genius English Translations,2019,347533,https://genius.com/Genius-English-Translations-YOASOBI-夜に駆ける-Yoru-Ni-KakeruRacing-Into-The-Night-English-Translation-lyrics
Body,Summer Walker,2019,574189,https://genius.com/Summer-Walker-Body-lyrics
I.F.L.Y.,Bazzi,2019,309257,https://genius.com/Bazzi-IFLY-lyrics
Amphetamine,Smino,2017,226170,https://genius.com/Smino-Amphetamine-lyrics
Unravel Tokyo Ghoul OP 1,KY0UMI,2014,264141,https://genius.com/KY0UMI-Unravel-Tokyo-Ghoul-OP-1-lyrics
@ MEH AT MEH,Playboi Carti,2020,525767,https://genius.com/Playboi-Carti-MEH-AT-MEH-lyrics
Why She Disappeared Poem,Taylor Swift,2017,385670,https://genius.com/Taylor-Swift-Why-She-Disappeared-Poem-lyrics
Bank Account,Lil Wayne,2017,234705,https://genius.com/Lil-Wayne-Bank-Account-lyrics
ATLiens,OutKast,1996,439050,https://genius.com/OutKast-ATLiens-lyrics
Midnight Memories,One Direction,2013,209153,https://genius.com/One-Direction-Midnight-Memories-lyrics
Edge of Seventeen,Stevie Nicks,1984,262837,https://genius.com/Stevie-Nicks-Edge-of-Seventeen-lyrics
Lord Above,Fat Joe & Dre,2019,383038,https://genius.com/Fat-Joe-Dre-Lord-Above-lyrics
With You,Drake,2016,1032400,https://genius.com/Drake-With-You-lyrics
Look Alive,BlocBoy JB,2018,1583505,https://genius.com/BlocBoy-JB-Look-Alive-lyrics
Boyfriend,Ariana Grande & Social House,2019,1009606,https://genius.com/Ariana-Grande-Social-House-Boyfriend-lyrics
We Made It,Louis Tomlinson,2019,189604,https://genius.com/Louis-Tomlinson-We-Made-It-lyrics
Good Morning,Kanye West,2007,921916,https://genius.com/Kanye-West-Good-Morning-lyrics
Karate Chop Remix,Future,2013,424841,https://genius.com/Future-Karate-Chop-Remix-lyrics
Call Me Mother,RuPaul,2017,320612,https://genius.com/RuPaul-Call-Me-Mother-lyrics
Giorgio by Moroder,Daft Punk,2013,365181,https://genius.com/Daft-Punk-Giorgio-by-Moroder-lyrics
Someone New,Hozier,2014,311423,https://genius.com/Hozier-Someone-New-lyrics
STUPID,Ashnikko,2019,610158,https://genius.com/Ashnikko-STUPID-lyrics
Stronger Than I Was,Eminem,2013,926976,https://genius.com/Eminem-Stronger-Than-I-Was-lyrics
No Worries,Lil Wayne,2012,766736,https://genius.com/Lil-Wayne-No-Worries-lyrics
Arsonists Lullabye,Hozier,2014,195075,https://genius.com/Hozier-Arsonists-Lullabye-lyrics
Uma Thurman,Fall Out Boy,2015,466521,https://genius.com/Fall-Out-Boy-Uma-Thurman-lyrics
Look Alive Remix,Joyner Lucas,2018,313173,https://genius.com/Joyner-Lucas-Look-Alive-Remix-lyrics
SICKO MODE,Travis Scott,2018,9078511,https://genius.com/Travis-Scott-SICKO-MODE-lyrics
I Feel Like Dying,Lil Wayne,2007,307884,https://genius.com/Lil-Wayne-I-Feel-Like-Dying-lyrics
It Aint Hard to Tell,Nas,1994,566232,https://genius.com/Nas-It-Aint-Hard-to-Tell-lyrics
You’re Now Tuning in to 66.6 FM with DJ Rapture The Hottest Hour of the Evening,$UICIDEBOY$,2017,305972,https://genius.com/UICIDEBOY-You’re-Now-Tuning-in-to-666-FM-with-DJ-Rapture-The-Hottest-Hour-of-the-Evening-lyrics
Navy Seal Copypasta,Copypasta,2010,1402406,https://genius.com/Copypasta-Navy-Seal-Copypasta-lyrics
Memory,Andrew Lloyd Webber,1983,499523,https://genius.com/Andrew-Lloyd-Webber-Memory-lyrics
Believe,Eminem,2017,938394,https://genius.com/Eminem-Believe-lyrics
Solar Power,Lorde,2021,535067,https://genius.com/Lorde-Solar-Power-lyrics
You Dont Know,Katelyn Tarver,2017,555819,https://genius.com/Katelyn-Tarver-You-Dont-Know-lyrics
Young Sinatra III,Logic,2012,255270,https://genius.com/Logic-Young-Sinatra-III-lyrics
Exodus 23:1,Pusha T,2012,598234,https://genius.com/Pusha-T-Exodus-231-lyrics
Gandhi vs Martin Luther King Jr.,Epic Rap Battles of History,2013,188051,https://genius.com/Epic-Rap-Battles-of-History-Gandhi-vs-Martin-Luther-King-Jr-lyrics
Natural,Imagine Dragons,2018,829060,https://genius.com/Imagine-Dragons-Natural-lyrics
Boyz-n-the Hood,Eazy-E,1987,807531,https://genius.com/EazyE-Boyznthe-Hood-lyrics
This City,Sam Fischer,2018,253234,https://genius.com/Sam-Fischer-This-City-lyrics
Beat My Meat,Ugly God,2015,521922,https://genius.com/Ugly-God-Beat-My-Meat-lyrics
Back Up,DeJ Loaf,2015,833295,https://genius.com/DeJ-Loaf-Back-Up-lyrics
Tennis Court,Lorde,2013,580569,https://genius.com/Lorde-Tennis-Court-lyrics
Plain Jane Remix,A$AP Ferg,2017,3235312,https://genius.com/AAP-Ferg-Plain-Jane-Remix-lyrics
Grown Woman,Beyonc,2013,323112,https://genius.com/Beyonc-Grown-Woman-lyrics
Woman Like Me,Little Mix,2018,620620,https://genius.com/Little-Mix-Woman-Like-Me-lyrics
​ocean eyes blackbear Remix,Billie Eilish,2017,352681,https://genius.com/Billie-Eilish-​ocean-eyes-blackbear-Remix-lyrics
Stupid Love,Lady Gaga,2020,230372,https://genius.com/Lady-Gaga-Stupid-Love-lyrics
Slogans,Fast Food,2013,302529,https://genius.com/Fast-Food-Slogans-lyrics
Love,Keyshia Cole,2005,282090,https://genius.com/Keyshia-Cole-Love-lyrics
Come Back Baby,Pusha T,2018,244432,https://genius.com/Pusha-T-Come-Back-Baby-lyrics
One Last Time,Ariana Grande,2014,904057,https://genius.com/Ariana-Grande-One-Last-Time-lyrics
Yoncé,Beyonc,2013,198205,https://genius.com/Beyonc-Yoncé-lyrics
Radioactive,Imagine Dragons,2012,930342,https://genius.com/Imagine-Dragons-Radioactive-lyrics
RAF,A$AP Mob,2017,1019723,https://genius.com/AAP-Mob-RAF-lyrics
Drowning Shadows,Drowning Shadows Lyrics - Sam Smith,2015,191425,https://genius.com/Drowning-Shadows-Lyrics-Sam-Smith-Drowning-Shadows-lyrics
Wait The Whisper Song,Ying Yang Twins,2005,351562,https://genius.com/Ying-Yang-Twins-Wait-The-Whisper-Song-lyrics
Helium,Sia,2017,674024,https://genius.com/Sia-Helium-lyrics
Big Spender,Theophilus London,2012,377120,https://genius.com/Theophilus-London-Big-Spender-lyrics
Drinks On Us Remix,Mike WiLL Made-It,2015,369379,https://genius.com/Mike-WiLL-MadeIt-Drinks-On-Us-Remix-lyrics
Once Upon a Time,Mariahlynn,2015,484657,https://genius.com/Mariahlynn-Once-Upon-a-Time-lyrics
Professor X,Dave,2019,309308,https://genius.com/Dave-Professor-X-lyrics
Songs Based On Historical Events,Genius Lists,2015,295937,https://genius.com/Genius-Lists-Songs-Based-On-Historical-Events-lyrics
Fall in Line,Christina Aguilera,2018,423034,https://genius.com/Christina-Aguilera-Fall-in-Line-lyrics
Forever Young,Alphaville,1984,350120,https://genius.com/Alphaville-Forever-Young-lyrics
Heart Attack,Dave,2021,189466,https://genius.com/Dave-Heart-Attack-lyrics
Hella Hoes,A$AP Mob,2014,472785,https://genius.com/AAP-Mob-Hella-Hoes-lyrics
Betrayed,Lil Xan,2017,1863814,https://genius.com/Lil-Xan-Betrayed-lyrics
Shut It Down,Drake,2010,449935,https://genius.com/Drake-Shut-It-Down-lyrics
1985,J. Cole,2018,1600078,https://genius.com/J-Cole-1985-lyrics
POP,Lil Uzi Vert,2020,300890,https://genius.com/Lil-Uzi-Vert-POP-lyrics
So Many Tears,2Pac,1995,469757,https://genius.com/2Pac-So-Many-Tears-lyrics
All in My Head Flex,Fifth Harmony,2016,219376,https://genius.com/Fifth-Harmony-All-in-My-Head-Flex-lyrics
White Mustang,Lana Del Rey,2017,388769,https://genius.com/Lana-Del-Rey-White-Mustang-lyrics
Shes So Nice,Pink Guy,2017,278526,https://genius.com/Pink-Guy-Shes-So-Nice-lyrics
Love Hurts,Playboi Carti,2018,286029,https://genius.com/Playboi-Carti-Love-Hurts-lyrics
Buttercup,Jack Stauber,2017,573561,https://genius.com/Jack-Stauber-Buttercup-lyrics
Go Legend,Big Sean & Metro Boomin,2017,312252,https://genius.com/Big-Sean-Metro-Boomin-Go-Legend-lyrics
Boom Clap,Charli XCX,2014,187645,https://genius.com/Charli-XCX-Boom-Clap-lyrics
LUMBERJACK,"Tyler, The Creator",2021,494539,https://genius.com/Tyler-The-Creator-LUMBERJACK-lyrics
Topanga,Trippie Redd,2018,567295,https://genius.com/Trippie-Redd-Topanga-lyrics
90210,blackbear,2015,265085,https://genius.com/blackbear-90210-lyrics
A Hard Rains A-Gonna Fall,Bob Dylan,1963,199746,https://genius.com/Bob-Dylan-A-Hard-Rains-AGonna-Fall-lyrics
Hands on the Wheel,ScHoolboy Q,2012,1087774,https://genius.com/ScHoolboy-Q-Hands-on-the-Wheel-lyrics
Hopeless,Khalid,2016,190905,https://genius.com/Khalid-Hopeless-lyrics
Ten Nine Fourteen,Bryson Tiller,2015,189500,https://genius.com/Bryson-Tiller-Ten-Nine-Fourteen-lyrics
Luvsic Part 3,Nujabes,2005,202550,https://genius.com/Nujabes-Luvsic-Part-3-lyrics
Golden Brown,The Stranglers,1981,235751,https://genius.com/The-Stranglers-Golden-Brown-lyrics
TPL OTP Plugged In Freestyle,OTP,2020,488243,https://genius.com/OTP-TPL-OTP-Plugged-In-Freestyle-lyrics
Dance to This,Troye Sivan,2018,340961,https://genius.com/Troye-Sivan-Dance-to-This-lyrics
Nara,alt-J,2014,194460,https://genius.com/altJ-Nara-lyrics
Shotta Flow 3,NLE Choppa,2019,415566,https://genius.com/NLE-Choppa-Shotta-Flow-3-lyrics
Blues Freestyle/We Family,JAY-Z,2017,189811,https://genius.com/JAYZ-Blues-FreestyleWe-Family-lyrics
High for Hours,J. Cole,2017,479560,https://genius.com/J-Cole-High-for-Hours-lyrics
Dior,Pop Smoke,2019,1657376,https://genius.com/Pop-Smoke-Dior-lyrics
Shooters,Tory Lanez,2017,207332,https://genius.com/Tory-Lanez-Shooters-lyrics
Yonkers,"Tyler, The Creator",2011,3173077,https://genius.com/Tyler-The-Creator-Yonkers-lyrics
You Said Youd Grow Old with Me,Michael Schulte,2012,213081,https://genius.com/Michael-Schulte-You-Said-Youd-Grow-Old-with-Me-lyrics
We Are Number One,LazyTown,2014,639877,https://genius.com/LazyTown-We-Are-Number-One-lyrics
Made You Look,Nas,2002,228213,https://genius.com/Nas-Made-You-Look-lyrics
At My Best,Machine Gun Kelly,2017,505682,https://genius.com/Machine-Gun-Kelly-At-My-Best-lyrics
Ghetto Gospel,2Pac,2005,451018,https://genius.com/2Pac-Ghetto-Gospel-lyrics
Centuries,Fall Out Boy,2014,523456,https://genius.com/Fall-Out-Boy-Centuries-lyrics
Golden,"Tyler, The Creator",2011,288375,https://genius.com/Tyler-The-Creator-Golden-lyrics
SUPERPOSITION,Daniel Caesar,2019,199337,https://genius.com/Daniel-Caesar-SUPERPOSITION-lyrics
Mind Playing Tricks on Me,Geto Boys,1991,516223,https://genius.com/Geto-Boys-Mind-Playing-Tricks-on-Me-lyrics
The Watcher,Dr. Dre,1999,236582,https://genius.com/Dr-Dre-The-Watcher-lyrics
MODUS,Joji,2020,270476,https://genius.com/Joji-MODUS-lyrics
Aquemini,OutKast,1998,523952,https://genius.com/OutKast-Aquemini-lyrics
Ashley,Halsey,2020,276122,https://genius.com/Halsey-Ashley-lyrics
MEGATRON,Nicki Minaj,2019,394369,https://genius.com/Nicki-Minaj-MEGATRON-lyrics
Learning to Fly,Tom Petty and the Heartbreakers,1991,200485,https://genius.com/Tom-Petty-and-the-Heartbreakers-Learning-to-Fly-lyrics
Forever,Justin Bieber,2020,247693,https://genius.com/Justin-Bieber-Forever-lyrics
How Long,Charlie Puth,2017,1001786,https://genius.com/Charlie-Puth-How-Long-lyrics
Youth,Glass Animals,2016,293570,https://genius.com/Glass-Animals-Youth-lyrics
If You Know You Know,Pusha T,2018,424769,https://genius.com/Pusha-T-If-You-Know-You-Know-lyrics
Webbie,Young Thug,2016,240917,https://genius.com/Young-Thug-Webbie-lyrics
Cupids Chokehold / Breakfast in America,Gym Class Heroes,2005,367311,https://genius.com/Gym-Class-Heroes-Cupids-Chokehold-Breakfast-in-America-lyrics
I Just Wanna Love U Give it 2 Me,JAY-Z,2000,366889,https://genius.com/JAYZ-I-Just-Wanna-Love-U-Give-it-2-Me-lyrics
Boasty Remix,"Wiley, Stefflon Don & Sean Paul",2019,193466,https://genius.com/Wiley-Stefflon-Don-Sean-Paul-Boasty-Remix-lyrics
​anxiety,blackbear & FRND,2017,223627,https://genius.com/blackbear-FRND-​anxiety-lyrics
No Regrets,Eminem,2020,435875,https://genius.com/Eminem-No-Regrets-lyrics
I Took a Pill in Ibiza,Mike Posner,2015,1748799,https://genius.com/Mike-Posner-I-Took-a-Pill-in-Ibiza-lyrics
Intro Under Pressure,Logic,2014,217774,https://genius.com/Logic-Intro-Under-Pressure-lyrics
Blinded by the Light,Bruce Springsteen,1973,262565,https://genius.com/Bruce-Springsteen-Blinded-by-the-Light-lyrics
New Choppa,Playboi Carti,2017,421465,https://genius.com/Playboi-Carti-New-Choppa-lyrics
Walk on Water,Thirty Seconds to Mars,2017,195305,https://genius.com/Thirty-Seconds-to-Mars-Walk-on-Water-lyrics
Its Quiet Uptown,"It's Quiet Uptown Lyrics - Lin-Manuel Miranda, Phillipa Soo, Original Broadway Cast of ""Hamilton"" & Rene Elise Goldsberry",2015,1105559,https://genius.com/Its-Quiet-Uptown-Lyrics-LinManuel-Miranda-Phillipa-Soo-Original-Broadway-Cast-of-Hamilton-Rene-Elise-Goldsberry-Its-Quiet-Uptown-lyrics
Options,Pitbull,2017,211248,https://genius.com/Pitbull-Options-lyrics
Strawberry Peels,Lil Uzi Vert,2020,204293,https://genius.com/Lil-Uzi-Vert-Strawberry-Peels-lyrics
Started from the Bottom,Drake,2013,3418931,https://genius.com/Drake-Started-from-the-Bottom-lyrics
Lean On,Major Lazer,2015,1033022,https://genius.com/Major-Lazer-Lean-On-lyrics
Shes Mine Pt. 1,J. Cole,2016,949262,https://genius.com/J-Cole-Shes-Mine-Pt-1-lyrics
​suck my blood,Lil Peep,2016,349442,https://genius.com/Lil-Peep-​suck-my-blood-lyrics
Whiskey in the Jar,The Dubliners,1999,192003,https://genius.com/The-Dubliners-Whiskey-in-the-Jar-lyrics
Make It Rain,Pop Smoke,2020,216779,https://genius.com/Pop-Smoke-Make-It-Rain-lyrics
Magic in the Hamptons,Social House,2018,303494,https://genius.com/Social-House-Magic-in-the-Hamptons-lyrics
Mine,Bazzi,2017,1814767,https://genius.com/Bazzi-Mine-lyrics
Five Nights at Freddys,The Living Tombstone,2014,345756,https://genius.com/The-Living-Tombstone-Five-Nights-at-Freddys-lyrics
Top 100 Rap Songs of 2013,Rap Genius,2013,1318026,https://genius.com/Rap-Genius-Top-100-Rap-Songs-of-2013-lyrics
Miss America,J. Cole,2012,375416,https://genius.com/J-Cole-Miss-America-lyrics
Professional,The Weeknd,2013,641734,https://genius.com/The-Weeknd-Professional-lyrics
Juke Jam,Chance the Rapper,2016,865560,https://genius.com/Chance-the-Rapper-Juke-Jam-lyrics
No Scrubs With Rap,TLC,1999,1744368,https://genius.com/TLC-No-Scrubs-With-Rap-lyrics
Know Your Enemy,Rage Against the Machine,1992,392836,https://genius.com/Rage-Against-the-Machine-Know-Your-Enemy-lyrics
Sunshine,The Panturas,2018,260111,https://genius.com/The-Panturas-Sunshine-lyrics
Only,NF & Sasha Alex Sloan,2019,382068,https://genius.com/NF-Sasha-Alex-Sloan-Only-lyrics
Feels Like We Only Go Backwards,Tame Impala,2012,520959,https://genius.com/Tame-Impala-Feels-Like-We-Only-Go-Backwards-lyrics
Rack City,Tyga,2011,769253,https://genius.com/Tyga-Rack-City-lyrics
This Is What Makes Us Girls,Lana Del Rey,2012,296042,https://genius.com/Lana-Del-Rey-This-Is-What-Makes-Us-Girls-lyrics
Trust You,Pusha T,2013,319801,https://genius.com/Pusha-T-Trust-You-lyrics
Pornography,Travis Scott,2015,667054,https://genius.com/Travis-Scott-Pornography-lyrics
Like Me,2 Chainz,2012,238176,https://genius.com/2-Chainz-Like-Me-lyrics
Bad Bunny Jowell  Randy  Ñengo Flow - Safaera English Translation,Genius English Translations,2020,491795,https://genius.com/Genius-English-Translations-Bad-Bunny-Jowell-Randy-Ñengo-Flow-Safaera-English-Translation-lyrics
Fingers Crossed,Lauren Spencer-Smith,2022,284001,https://genius.com/Lauren-SpencerSmith-Fingers-Crossed-lyrics
Nosetalgia,Pusha T,2013,704916,https://genius.com/Pusha-T-Nosetalgia-lyrics
Options,PARTYNEXTDOOR,2014,351757,https://genius.com/PARTYNEXTDOOR-Options-lyrics
Bump n Grind,R. Kelly,1994,236316,https://genius.com/R-Kelly-Bump-n-Grind-lyrics
Boss,Lil Pump,2017,856412,https://genius.com/Lil-Pump-Boss-lyrics
777,Kid Trunks,2017,234544,https://genius.com/Kid-Trunks-777-lyrics
Space Oddity,David Bowie,1969,969132,https://genius.com/David-Bowie-Space-Oddity-lyrics
Im Yours,Jason Mraz,2008,1383324,https://genius.com/Jason-Mraz-Im-Yours-lyrics
CANT GET OVER YOU,Joji,2018,450205,https://genius.com/Joji-CANT-GET-OVER-YOU-lyrics
Marceline,WILLOW,2015,215630,https://genius.com/WILLOW-Marceline-lyrics
Empire State of Mind Part II Broken Down,Alicia Keys,2010,378301,https://genius.com/Alicia-Keys-Empire-State-of-Mind-Part-II-Broken-Down-lyrics
Water,Kanye West,2019,307704,https://genius.com/Kanye-West-Water-lyrics
Leave Me Lonely,Ariana Grande,2016,228556,https://genius.com/Ariana-Grande-Leave-Me-Lonely-lyrics
Crying in the Club,Camila Cabello,2017,800107,https://genius.com/Camila-Cabello-Crying-in-the-Club-lyrics
Tears in Heaven,Eric Clapton,1992,304964,https://genius.com/Eric-Clapton-Tears-in-Heaven-lyrics
Pull Up on a Kid,Pull Up on a Kid Lyrics - Young Thug,2015,263497,https://genius.com/Pull-Up-on-a-Kid-Lyrics-Young-Thug-Pull-Up-on-a-Kid-lyrics
Love Without Tragedy / Mother Mary,Rihanna,2012,199915,https://genius.com/Rihanna-Love-Without-Tragedy-Mother-Mary-lyrics
I Have a Dream,Martin Luther King Jr.,1963,269062,https://genius.com/Martin-Luther-King-Jr-I-Have-a-Dream-lyrics
Pretty Mami,Lil Uzi Vert,2017,192971,https://genius.com/Lil-Uzi-Vert-Pretty-Mami-lyrics
Killer Remix,"Eminem, Jack Harlow & Cordae",2021,422966,https://genius.com/Eminem-Jack-Harlow-Cordae-Killer-Remix-lyrics
Thim Slick,Fabolous,2013,392242,https://genius.com/Fabolous-Thim-Slick-lyrics
X,"ScHoolboy Q, 2 Chainz & Saudi",2018,819916,https://genius.com/ScHoolboy-Q-2-Chainz-Saudi-X-lyrics
Because the Night,Patti Smith Group,1978,206885,https://genius.com/Patti-Smith-Group-Because-the-Night-lyrics
Thug Waffle,Flatbush Zombies,2011,382022,https://genius.com/Flatbush-Zombies-Thug-Waffle-lyrics
Hot Nigga,Bobby Shmurda,2014,5208000,https://genius.com/Bobby-Shmurda-Hot-Nigga-lyrics
In da Club,50 Cent,2003,2005139,https://genius.com/50-Cent-In-da-Club-lyrics
One Night,Lil Yachty,2015,517267,https://genius.com/Lil-Yachty-One-Night-lyrics
Huey,Earl Sweatshirt,2015,226444,https://genius.com/Earl-Sweatshirt-Huey-lyrics
Alaska,Maggie Rogers,2016,246380,https://genius.com/Maggie-Rogers-Alaska-lyrics
Hailies Song,Eminem,2002,628773,https://genius.com/Eminem-Hailies-Song-lyrics
Wake Up,EDEN,2015,497924,https://genius.com/EDEN-Wake-Up-lyrics
Insane in the Brain,Cypress Hill,1993,346889,https://genius.com/Cypress-Hill-Insane-in-the-Brain-lyrics
Minnesota,Lil Yachty,2015,470651,https://genius.com/Lil-Yachty-Minnesota-lyrics
Foreigner,Pop Smoke,2020,191816,https://genius.com/Pop-Smoke-Foreigner-lyrics
Maluma - Hawái English Translation,Genius English Translations,2020,264566,https://genius.com/Genius-English-Translations-Maluma-Hawái-English-Translation-lyrics
Sure Thing,BLACKPINK,2017,320562,https://genius.com/BLACKPINK-Sure-Thing-lyrics
​ghost girl,Lil Peep,2016,227085,https://genius.com/Lil-Peep-​ghost-girl-lyrics
Bad Remix,Wale,2013,929217,https://genius.com/Wale-Bad-Remix-lyrics
Wait For Me Reprise,Andr De Shields & Hadestown Original Broadway Company,2019,209608,https://genius.com/Andr-De-Shields-Hadestown-Original-Broadway-Company-Wait-For-Me-Reprise-lyrics
We Are the World 25 for Haiti,Artists For Haiti,2010,196817,https://genius.com/Artists-For-Haiti-We-Are-the-World-25-for-Haiti-lyrics
Call Me,Blondie,1980,281755,https://genius.com/Blondie-Call-Me-lyrics
Drank In My Cup,Kirko Bangz,2011,1527850,https://genius.com/Kirko-Bangz-Drank-In-My-Cup-lyrics
Wretch 32  Avelino - Fire In The Booth,Charlie Sloth,2015,258455,https://genius.com/Charlie-Sloth-Wretch-32-Avelino-Fire-In-The-Booth-lyrics
Wheels on the Bus,Melanie Martinez,2019,318741,https://genius.com/Melanie-Martinez-Wheels-on-the-Bus-lyrics
In the Morning,J. Cole,2010,893544,https://genius.com/J-Cole-In-the-Morning-lyrics
Lonely,Akon,2004,503393,https://genius.com/Akon-Lonely-lyrics
​goodbye,Billie Eilish,2019,550037,https://genius.com/Billie-Eilish-​goodbye-lyrics
